,Unnamed: 0,content,data,like,place,tags,kor_nouns
100,100,▼ INCOBB YOUTUBE CHANNEL ▼👉🏻 www.youtube.com/c/INCOBB  INCOBB KOREAHYUNDAI IX45 / SANTAFE TMEMBLEM  인코브(INCOBB KOREA)싼타페TM(IX45 / SANTAFE TM)엠블럼(EMBLEM)   ✔️ 엠블럼(EMBLEM) / 혼캡(STEERING WHEEL HORN CAP)  / 휠캡(WHEEL CENTER CAP) / 레터링(LETTERING)   ✔️ 색상(COLOR)  = 크롬(CHROME) / 다크크롬 (DARK CHROME)  * WANT TO BE HEART FLUTTER AGAIN *    INCOBB KOREAGLOBAL PARTNER RECRUITMENT 😊* 인코브(INCOBB KOREA) - 해외파트너 모집 *📢 ESTABLISHMENT OF OVERSEAS BRANCH + RECRUITMENT OF EXPORT DISTRIBUTORS/ BUSINESS START-UP EDUCATION+82 051 900 1117  해외지사 설립 + 수출 유통업체 모집 / 창업 교육 문의 : 051 900 1117 MADE IN KOREA👉🏻 www.incobb.com👉🏻 www.incobbmall.com👉🏻 www.facebook.com/INCOBB👉🏻 www.youtube.com/c/INCOBB👉🏻 www.instagram.com/incobb_koreaE-mail : incobbkorea@incobb.com #인코브 #INCOBB #KOREA #INCOBBKOREA #엠블럼 #EMBLEM #인코브엠블럼 #INCOBBEMBLEM #LETTERING #HYUNDAI #IX45 #싼타페TM #SANTAFE #HYUNDAIEMBLEM #JAPAN #JDM #KDM #TAIWAN #IRAN #INDIA #코로나 #COVID19 #새해 #한가위 #2021년 #설날 #CAR #CARSTAGRAM #FFF #DIY,2021-01-22,좋아요 8개,,"['#인코브', '#INCOBB', '#KOREA', '#INCOBBKOREA', '#엠블럼', '#EMBLEM', '#인코브엠블럼', '#INCOBBEMBLEM', '#LETTERING', '#HYUNDAI', '#IX45', '#싼타페TM', '#SANTAFE', '#HYUNDAIEMBLEM', '#JAPAN', '#JDM', '#KDM', '#TAIWAN', '#IRAN', '#INDIA', '#코로나', '#COVID19', '#새해', '#한가위', '#2021년', '#설날', '#CAR', '#CARSTAGRAM', '#FFF', '#DIY']","['인코브', '싼타페', '엠블럼', '엠블럼', '혼캡', '휠캡', '레터', '링', '색상', '크롬', '다크', '크롬', '인코브', '해외', '파트너', '모집', '해외', '지사', '설립', '수출', '유통업체', '모집', '창업', '교육', '인코브', '엠블럼', '인코브', '엠블럼', '싼타페', '코로나', '한가위', '설날']"
101,101,↪갤럭시노트20 울트라     희망정보통신 개통고객님↩      🥇갤럭시 노트20 울트라 256 브론즈      사은품까지  푸짐하게       받아가셨습니다 🥇      저희  희망정보통신은      고객님  사용패턴에  맞는       맞춤상담을      통해 고객님의  가계 통신부 부담을      확      줄여드리고 있습니다.😁😁          저희 희망정보통신은      개통이 끝이 아니라 시작이란     마음으로     언제든 필름 케이스  무상교체😍😍     개통후 1년 무상서비스 기간이           끝나기전에      점검 받으실수 있게끔 문자를      보내드려 체크     해드리고  있습니다^^      🎈갤럭시 S21 S21+ S21 울트라   즉시개통가능 🎈      🎈아이폰12           즉시개통가능🎈🎈아이폰 12  미니🎈     🎈아이폰12프로 12프로맥스    최대혜택🎈     🎈광산구 친절매장 🎈,2021-01-22,좋아요 2개,,[],"['갤럭시', '노트', '울트라', '희망', '정보', '통신', '개통', '갤럭시', '노트', '울트라', '브론즈', '사은', '품', '희망', '정보통', '패턴', '맞춤', '통해', '가계', '통', '신부', '부담', '희망', '정보통', '개통', '끝', '마음', '필름', '케이스', '무상', '교체', '개통', '무상', '서비스', '점검', '문자', '체크', '갤럭시', '울트라', '개통', '아이폰', '개통', '아이폰', '미니', '아이폰', '프로', '프로', '맥스', '최대', '혜택', '광산구', '친절', '매장']"
102,102,"신랑 저녁차려주기 :)오늘은 냉장고에 있는 자투리 야채들이랑 밥볶아서 오므라이스 만들고, 소스도 만들고🍯차돌박이넣고 된장국 끓여주기🙌🏻...#집밥 #맞팔 #선팔 #팔로우 #팔로워 #신혼밥상 #일상 #소통 #인친 #신혼부부 #일상스타그램 #셀스타그램 #얼스타그램 #좋아요테러 #맛스타그램 #먹스타그램 #요리 #쿡스타그램 #코로나 #셀피 #오오티디 #오므라이스 #홈쿡 #주부스타그램 #가정식 #먹부림 #저녁 #밥상 #한식 #선팔하면맞팔",2021-01-22,좋아요 144개,,"['#집밥', '#맞팔', '#선팔', '#팔로우', '#팔로워', '#신혼밥상', '#일상', '#소통', '#인친', '#신혼부부', '#일상스타그램', '#셀스타그램', '#얼스타그램', '#좋아요테러', '#맛스타그램', '#먹스타그램', '#요리', '#쿡스타그램', '#코로나', '#셀피', '#오오티디', '#오므라이스', '#홈쿡', '#주부스타그램', '#가정식', '#먹부림', '#저녁', '#밥상', '#한식', '#선팔하면맞팔']","['신랑', '저녁', '차려', '주기', '냉장고', '자투리', '야채', '밥', '오므라이스', '소스', '차돌박이', '된장국', '집밥', '신혼', '밥상', '신혼부부', '스타', '스타', '스타', '맛스타', '스타', '요리', '쿡스', '코로나', '오오', '티디', '오므라이스', '홈쿡', '주부', '스타', '가정식', '부림', '저녁', '밥상', '한식']"
103,103,🥀,2021-01-22,좋아요 48개,명주배롱,[],[]
104,104,"우아는 시즌세일중😃20~30% 할인 1월말까지 진행합니당!봄신상 슬랙스,청바지 입고되었어요ㅎㅎ...#안산#안산옷가게#중앙동옷가게#안산중앙동#데일리룩#데일리코디#오오티디#셀스타그램#셀카#오늘뭐입지#좋반#선팔#팔로우#좋아요#일상#코로나#소통#쇼핑몰#예쁜옷#봄옷#블로퍼#핸메코트#핸드메이드#예쁜니트#봄신상#시즌오프#고잔동옷가게#세일",2021-01-22,좋아요 35개,,"['#안산', '#안산옷가게', '#중앙동옷가게', '#안산중앙동', '#데일리룩', '#데일리코디', '#오오티디', '#셀스타그램', '#셀카', '#오늘뭐입지', '#좋반', '#선팔', '#팔로우', '#좋아요', '#일상', '#코로나', '#소통', '#쇼핑몰', '#예쁜옷', '#봄옷', '#블로퍼', '#핸메코트', '#핸드메이드', '#예쁜니트', '#봄신상', '#시즌오프', '#고잔동옷가게', '#세일']","['시즌', '중', '할인', '월말', '진행', '봄', '신상', '슬랙스', '청바지', '안산', '안산', '옷가게', '중앙', '옷가게', '안산', '중앙', '일리', '데일', '리코', '디', '오오', '티디', '스타', '뭐', '입지', '코로나', '쇼핑몰', '옷', '봄옷', '블로퍼', '핸메', '코트', '핸드', '메이드', '니트', '봄', '신상', '시즌', '오프', '고잔동', '옷가게']"
105,105,희희 😁*🦥💕안그래도 웃음많은 내가 엄마랑 붙어 있으면배가 찢어지도록 웃게된당 😆🥰🙂--한번씩 기쁜소식 들려주는 동생들 있어서 이 또한 기쁘당 😄  기특해 다들,2021-01-12,좋아요 149개,광주광역시,[],"['웃음', '엄마', '면배', '한번', '소식', '동생']"
106,106,카페가고시푸#광주#동명동#손탁앤아이허,2021-01-12,좋아요 146개,"Gwangju, South Korea","['#광주', '#동명동', '#손탁앤아이허']","['카페', '고시', '광주', '동명동', '손탁', '앤', '이허']"
107,107,20201231 👋👋함박눈 오는 2020년 마지막날 내일부터는 마음이 쑥쑥 크길 .. 🌳🌳🌳🎀 모두 햅삐뉴이어,2020-12-31,좋아요 422개,전라남도 화순,[],"['함박눈', '마지막', '내일', '마음', '햅삐뉴이어']"
108,108,으네언니 결혼축하 겸 우리모임  짠 🍷🥂💕#행복한시간💛 #전주#송천동#에코시티,2020-11-13,"좋아요 1,430개","Jeonju, Korea","['#행복한시간💛', '#전주', '#송천동', '#에코시티']","['언니', '결혼', '축하', '겸', '모임', '전주', '송천동', '에코', '시티']"
109,109,즐거운명절보내자용 🧜‍♀️ 🧜‍♀️--,2020-09-30,"좋아요 1,556개",Gwangju,[],['명절']
110,110,#추캉스#언냐랑똑순이랑곱창 연휴 시작이여라 🐯#돈좀써볼까이제,2020-09-30,"좋아요 1,365개",광주광역시,"['#추캉스', '#언냐랑똑순이랑곱창', '#돈좀써볼까이제']","['추캉스', '냐', '똑', '순이', '곱창', '연휴', '돈좀']"
111,111,전밍서 원픽 긴머리시절,2021-01-22,좋아요 30개,집꾸석,[],"['전밍', '원픽', '긴머리', '시절']"
112,112,전자렌지로 만든 계란찜이라옹.계란 2개 멸치 다시다 1t 넣고 뜨거운 물 부어 살살 섞어준 다음 전자렌지에 1분 돌리고 꺼내서 섞어주고 30초 또 돌려주면 고깃집에 나오는 폭탄 계란찜과 비슷한 계란찜을 만들 수 있다옹. #계란찜 #자취 #자취요리 #싱가폴 #기숙사 #한국언제가지 #코로나 #방구석카페 #야메요리 #먹스타그램,2021-01-22,좋아요 7개,,"['#계란찜', '#자취', '#자취요리', '#싱가폴', '#기숙사', '#한국언제가지', '#코로나', '#방구석카페', '#야메요리', '#먹스타그램']","['전자렌지', '계란찜', '옹', '계란', '개', '멸치', '다시다', '물', '부어', '살살', '준', '전자렌지', '초', '고깃집', '폭탄', '계란찜', '계란찜', '옹', '계란찜', '자취', '자취', '요리', '싱가폴', '기숙사', '한국', '가지', '코로나', '방구', '카페', '야메', '요리', '스타']"
113,113,생일상...#선팔#맞팔#선팔하면맞팔#선팔맞팔 #좋반#첫줄#코로나#먹스타그램#집밥#일상#소통#인친#홈쿡#먹스타#요리#먹스타맞팔#서울#대전#대구#부산#광주#거제#생일상,2021-01-22,좋아요 30개,Geoje,"['#선팔', '#맞팔', '#선팔하면맞팔', '#선팔맞팔', '#좋반', '#첫줄', '#코로나', '#먹스타그램', '#집밥', '#일상', '#소통', '#인친', '#홈쿡', '#먹스타', '#요리', '#먹스타맞팔', '#서울', '#대전', '#대구', '#부산', '#광주', '#거제', '#생일상']","['생일상', '코로나', '스타', '집밥', '홈쿡', '스타', '요리', '스타', '서울', '대전', '대구', '부산', '광주', '거제', '생일상']"
114,114,분주한 로드맨팀의 금요일☄️☄️☄️방송 전까지 #확인또확인 🤯💥이번 주말 뉴스데스크에서는 #2021 #코로나 시국을 살아가는 😷😔#2030 청년들의 이야기를 전해드립니다💁🏻‍♂️연속기획! 코로나 시대의 #청년 1편 ’ #청년실신 ‘ 은 내일 저녁 뉴스데스크에서 확인해주세요🎤,2021-01-22,좋아요 10개,MBC,"['#확인또확인', '#2021', '#코로나', '#2030', '#청년', '#청년실신']","['로드', '팀', '금요일', '방송', '확인', '확인', '주말', '뉴스데스크', '코로나', '시국', '청년', '이야기', '연속', '기획', '코로나', '시대', '청년', '편', '청년', '실신', '은', '내일', '저녁', '뉴스데스크', '확인']"
115,115,"2020년은 #정신없는 #아홉수 #코로나 #버티기 키워드로 정리할 수 있을 것 같다. 작년 이맘 때, 회사에서 화이팅 하자고 의기투합 했지만 코로나 사태가 터졌다. 친구 군대 보내고, 어떻게 버티지 아등바등 하다가 어린시절부터 옛날의 나를 돌아보고, 힘들 때 가족들과 친구들이 힘이 되어주었고, 피아노를 치면서 안정을 찾았고, 그러다보니 1년이 지나갔다. 그와중에 평소에 제로콜라를 너무 좋아해서 #코카콜라 주주가 된 것도 웃긴... 아무튼 잘 버텨서 다행이다. 게시물 올리기는 귀찮은데, 그래도 1년의 추억을 기록하고 싶으니 이렇게라도 하자 🤗",2021-01-22,좋아요 11개,,"['#정신없는', '#아홉수', '#코로나', '#버티기', '#코카콜라']","['정신', '아홉수', '코로나', '키', '워드', '정리', '작년', '이맘', '회사', '화이팅', '하자', '의기', '투합', '코로나', '사태', '군대', '어린시절', '가족', '힘', '피아노', '치면', '안정', '와중', '평소', '제로', '콜라', '코카콜라', '주주', '다행', '게시', '물', '리기', '추억', '기록', '하자']"
116,116,무슨머리가 어울---------#야구#일상#운동선수#헤어#2021#20살#02년생#좋아요#좋아요반사#좋반#좋아요테러#좋테반사#팔로우#맞팔#선팔#선팔하면맞팔#디엠#디엠환영#인스타그램#일상스타그램#야구스타그램#코로나#마스크#셀스티그램#instagram#fff#instagood#followforfollowback#instalike#follow,2021-01-22,좋아요 16개,,"['#야구', '#일상', '#운동선수', '#헤어', '#2021', '#20살', '#02년생', '#좋아요', '#좋아요반사', '#좋반', '#좋아요테러', '#좋테반사', '#팔로우', '#맞팔', '#선팔', '#선팔하면맞팔', '#디엠', '#디엠환영', '#인스타그램', '#일상스타그램', '#야구스타그램', '#코로나', '#마스크', '#셀스티그램', '#instagram', '#fff', '#instagoo', '#followforfollowback', '#instalike', '#follow']","['머리', '어울', '야구', '운동선수', '헤어', '년생', '디엠', '디엠', '스타', '야구', '스타', '코로나', '마스크', '스티']"
117,117,오늘은 댕댕이랑 케이크 만들어봄!#매일이아린,2021-01-22,좋아요 21개,,['#매일이아린'],"['댕댕', '케이크', '봄', '이아린']"
118,118,비 온다 ☔......#비 #rain #雨 #빛 #light #光 #나무 #tree #木 #인스타 #새벽 #밤 #공기 #갬성 #중국 #공부 #코로나 #마스크 #쑤저우 #장쑤성 #오강 #사진 #갬성사진 #이사,2021-01-22,좋아요 4개,,"['#비', '#rain', '#雨', '#빛', '#light', '#光', '#나무', '#tree', '#木', '#인스타', '#새벽', '#밤', '#공기', '#갬성', '#중국', '#공부', '#코로나', '#마스크', '#쑤저우', '#장쑤성', '#오강', '#사진', '#갬성사진', '#이사']","['빛', '나무', '인스타', '밤', '공기', '성', '중국', '공부', '코로나', '마스크', '쑤저우', '장쑤성', '오강', '이사']"
119,119,.딸을 아빠에게 맡기면?,2021-01-22,좋아요 11개,우리집~♥,[],"['딸', '아빠']"
120,120,"#불금#팔오회#신년회#내추럴와인#WINE八五會 신년회 85 New Year's Party year party정부 지침에 따라 모임 구성원이 5명인데 3명만 모였다According to the COVID-19 government guidelines, our group has 5 members, but only 3 people gathered together#불금스타그램#모임#와인스타그램#natty#naturalwine",2021-01-22,좋아요 17개,Objectapartment,"['#불금', '#팔오회', '#신년회', '#내추럴와인', '#WINE八五會', '#불금스타그램', '#모임', '#와인스타그램', '#natty', '#naturalwine']","['회', '신년', '회', '내추럴', '와인', '신년', '회', '정부', '지침', '모임', '구성원', '스타', '모임']"
121,121,갤럭시 S21 출시에 따른 고객 케어 서비스 비대면 진행!!문의:043.287.5500/010.5103.0341#코로나 #갤럭시 #S21 #비대면 #개통 #상담 #kt #휴대폰 #모바일,2021-01-22,좋아요,,"['#코로나', '#갤럭시', '#S21', '#비대면', '#개통', '#상담', '#kt', '#휴대폰', '#모바일']","['갤럭시', '출시', '케어', '서비스', '비대', '진행', '코로나', '갤럭시', '비대', '개통', '휴대폰', '모바일']"
122,122,이 시국이 아니었어도 시간 없어서 여행 못 갔을 듯 😑수영하고 시풔 🥲🥲🥲,2021-01-21,좋아요 184개,Jeju,[],"['시국', '여행', '못', '듯', '수영']"
123,123,2021년 1월 23일 새벽 2시 요한계시록 두 선지자의 금요예배 설교 안내🇰🇷🌿🌿동시통역 생중계 채널유튜브: https://www.youtube.com/c/ARTHURPARKCHANNEL페이스북: https://www.facebook.com/JesusIsComingKorea/트위터: https://twitter.com/ArthurPark60페리스코프: https://www.pscp.tv/parkhsa/트위치: www.twitch.tv/parkhsa#코로나 #COVID19 #사회적거리두기 #교회 #예배 #요한계시록 #휴거 #환란 #회개와_거룩함 #주님의_길을_예비하라 #메시아께서_오신다 #love #instagood #fashion #photooftheday #art #beautiful #photography #happy #follow #cute #nature,2021-01-22,좋아요 2개,,"['#코로나', '#COVID19', '#사회적거리두기', '#교회', '#예배', '#요한계시록', '#휴거', '#환란', '#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#love', '#instagoo', '#fashion', '#photoofthe', '#art', '#beautiful', '#photography', '#happy', '#follow', '#cute', '#nature']","['요한계시록', '선지자', '금', '예배', '설교', '통역', '생중계', '유튜브', '페이스북', '트위터', '페리', '스코프', '트위치', '코로나', '사회', '두기', '교회', '예배', '요한계시록', '휴거', '환란', '회개', '주님', '예비', '메시아']"
